Clave,Fecha,Almacenamiento
ARLSO,2002-09-25,0.44
CHTSO,2002-09-25,15.4
IRASO,2002-09-25,9.92
IRASO,2002-09-26,9.89
CHTSO,2002-09-26,15.37
ARLSO,2002-09-26,0.43
PMOSO,2002-09-26,8.13
ARCSO,2002-09-26,429.6
AGZCH,2002-09-26,65.19
AOBSO,2002-09-26,821.24
PECSO,2002-09-26,854.94
LCDSO,2002-09-26,200.97
LCDSO,2002-09-27,200.75
PECSO,2002-09-27,854.94
AOBSO,2002-09-27,821.24
AGZCH,2002-09-27,65.08
ARCSO,2002-09-27,428.5
PMOSO,2002-09-27,8.06
ARLSO,2002-09-27,0.41
CHTSO,2002-09-27,15.28
IRASO,2002-09-27,9.88
IRASO,2002-09-28,9.84
CHTSO,2002-09-28,15.22
ARLSO,2002-09-28,0.39
PMOSO,2002-09-28,8.06
ARCSO,2002-09-28,427.78
AGZCH,2002-09-28,65.08
AOBSO,2002-09-28,820.56
PECSO,2002-09-28,855.4
LCDSO,2002-09-28,200.55
LCDSO,2002-09-29,200.13
PECSO,2002-09-29,856.69
AOBSO,2002-09-29,819.88
AGZCH,2002-09-29,65.03
ARCSO,2002-09-29,428.14
PMOSO,2002-09-29,8.03
ARLSO,2002-09-29,0.38
CHTSO,2002-09-29,15.16
IRASO,2002-09-29,9.81
IRASO,2002-09-30,9.81
CHTSO,2002-09-30,15.16
ARLSO,2002-09-30,0.36
PMOSO,2002-09-30,7.98
ARCSO,2002-09-30,427.78
AGZCH,2002-09-30,65.03
AOBSO,2002-09-30,824.64
PECSO,2002-09-30,857.55
LCDSO,2002-09-30,199.71
LCDSO,2002-10-01,199.29
PECSO,2002-10-01,857.55
AOBSO,2002-10-01,826
AGZCH,2002-10-01,64.97
ARCSO,2002-10-01,427.78
PMOSO,2002-10-01,7.98
ARLSO,2002-10-01,0.35
CHTSO,2002-10-01,15.01
IRASO,2002-10-01,9.79
IRASO,2002-10-02,9.76
CHTSO,2002-10-02,14.89
ARLSO,2002-10-02,0.33
PMOSO,2002-10-02,8.08
ARCSO,2002-10-02,428.14
AGZCH,2002-10-02,64.97
AOBSO,2002-10-02,826
PECSO,2002-10-02,857.98
LCDSO,2002-10-02,198.87
LCDSO,2002-10-03,198.45
PECSO,2002-10-03,857.98
AOBSO,2002-10-03,826
AGZCH,2002-10-03,64.91
ARCSO,2002-10-03,428.14
PMOSO,2002-10-03,8.18
ARLSO,2002-10-03,0.31
CHTSO,2002-10-03,14.8
IRASO,2002-10-03,9.74
IRASO,2002-10-04,9.71
CHTSO,2002-10-04,14.74
ARLSO,2002-10-04,0.3
PMOSO,2002-10-04,8.32
ARCSO,2002-10-04,428.14
AGZCH,2002-10-04,64.91
AOBSO,2002-10-04,825.32
PECSO,2002-10-04,858.41
LCDSO,2002-10-04,198.03
LCDSO,2002-10-05,197.61
PECSO,2002-10-05,858.84
AOBSO,2002-10-05,823.96
AGZCH,2002-10-05,64.86
ARCSO,2002-10-05,427.78
PMOSO,2002-10-05,8.44
ARLSO,2002-10-05,0.28
CHTSO,2002-10-05,14.71
IRASO,2002-10-05,9.68
IRASO,2002-10-06,9.67
CHTSO,2002-10-06,14.71
ARLSO,2002-10-06,0.27
PMOSO,2002-10-06,8.56
ARCSO,2002-10-06,427.78
AGZCH,2002-10-06,64.8
AOBSO,2002-10-06,823.28
PECSO,2002-10-06,859.28
LCDSO,2002-10-06,197.19
LCDSO,2002-10-07,196.77
PECSO,2002-10-07,859.7
AOBSO,2002-10-07,822.6
AGZCH,2002-10-07,64.8
ARCSO,2002-10-07,427.05
PMOSO,2002-10-07,8.63
ARLSO,2002-10-07,0.25
CHTSO,2002-10-07,14.74
IRASO,2002-10-07,9.63
IRASO,2002-10-08,9.61
CHTSO,2002-10-08,14.74
ARLSO,2002-10-08,0.23
PMOSO,2002-10-08,8.7
ARCSO,2002-10-08,426.32
AGZCH,2002-10-08,64.8
AOBSO,2002-10-08,821.92
PECSO,2002-10-08,860.14
LCDSO,2002-10-08,196.35
LCDSO,2002-10-09,195.93
PECSO,2002-10-09,856.69
AOBSO,2002-10-09,821.24
AGZCH,2002-10-09,65.03
ARCSO,2002-10-09,425.59
PMOSO,2002-10-09,8.78
ARLSO,2002-10-09,0.2
CHTSO,2002-10-09,14.68
IRASO,2002-10-09,9.58
IRASO,2002-10-10,9.55
CHTSO,2002-10-10,14.65
ARLSO,2002-10-10,0.16
PMOSO,2002-10-10,8.85
ARCSO,2002-10-10,424.86
AGZCH,2002-10-10,65.03
AOBSO,2002-10-10,820.56
PECSO,2002-10-10,853.26
LCDSO,2002-10-10,195.51
LCDSO,2002-10-11,195.09
PECSO,2002-10-11,850.26
AOBSO,2002-10-11,820.56
AGZCH,2002-10-11,65.03
ARCSO,2002-10-11,424.13
PMOSO,2002-10-11,8.94
ARLSO,2002-10-11,0.15
CHTSO,2002-10-11,14.65
IRASO,2002-10-11,9.53
IRASO,2002-10-12,9.5
CHTSO,2002-10-12,14.65
ARLSO,2002-10-12,0.12
PMOSO,2002-10-12,8.94
ARCSO,2002-10-12,423.42
AGZCH,2002-10-12,65.03
AOBSO,2002-10-12,821.92
PECSO,2002-10-12,844.75
LCDSO,2002-10-12,194.67
LCDSO,2002-10-13,194.26
PECSO,2002-10-13,838.34
AOBSO,2002-10-13,823.28
AGZCH,2002-10-13,64.97
ARCSO,2002-10-13,422.68
PMOSO,2002-10-13,9.09
ARLSO,2002-10-13,0.07
CHTSO,2002-10-13,13
IRASO,2002-10-13,9.4
IRASO,2002-10-14,9.37
CHTSO,2002-10-14,13
ARLSO,2002-10-14,0.01
PMOSO,2002-10-14,9.16
ARCSO,2002-10-14,421.95
AGZCH,2002-10-14,64.97
AOBSO,2002-10-14,827.44
PECSO,2002-10-14,837.92
LCDSO,2002-10-14,193.84
LCDSO,2002-10-15,193.42
PECSO,2002-10-15,830.32
AOBSO,2002-10-15,831.04
AGZCH,2002-10-15,64.97
ARCSO,2002-10-15,421.22
PMOSO,2002-10-15,9.23
ARLSO,2002-10-15,0.01
CHTSO,2002-10-15,13
IRASO,2002-10-15,9.35
IRASO,2002-10-16,9.32
CHTSO,2002-10-16,13
ARLSO,2002-10-16,0.01
PMOSO,2002-10-16,9.3
ARCSO,2002-10-16,420.49
AGZCH,2002-10-16,64.86
AOBSO,2002-10-16,832.48
PECSO,2002-10-16,823.18
LCDSO,2002-10-16,193
LCDSO,2002-10-17,192.58
PECSO,2002-10-17,818.58
AOBSO,2002-10-17,837.52
AGZCH,2002-10-17,64.86
ARCSO,2002-10-17,419.76
PMOSO,2002-10-17,9.4
ARLSO,2002-10-17,0.01
CHTSO,2002-10-17,14.47
IRASO,2002-10-17,9.3
IRASO,2002-10-18,9.27
CHTSO,2002-10-18,13
ARLSO,2002-10-18,0.01
PMOSO,2002-10-18,9.47
ARCSO,2002-10-18,418.67
AGZCH,2002-10-18,64.8
AOBSO,2002-10-18,840.4
PECSO,2002-10-18,816.91
LCDSO,2002-10-18,192.16
LCDSO,2002-10-19,191.74
PECSO,2002-10-19,816.91
AOBSO,2002-10-19,840.56
AGZCH,2002-10-19,64.8
ARCSO,2002-10-19,417.58
PMOSO,2002-10-19,9.54
ARLSO,2002-10-19,0.01
CHTSO,2002-10-19,14.47
IRASO,2002-10-19,9.24
IRASO,2002-10-20,9.22
CHTSO,2002-10-20,14.47
ARLSO,2002-10-20,0.01
PMOSO,2002-10-20,9.62
ARCSO,2002-10-20,416.85
AGZCH,2002-10-20,64.75
AOBSO,2002-10-20,841.84
PECSO,2002-10-20,817.33
LCDSO,2002-10-20,191.32
LCDSO,2002-10-21,190.9
PECSO,2002-10-21,817.33
AOBSO,2002-10-21,840.4
AGZCH,2002-10-21,64.75
ARCSO,2002-10-21,415.75
PMOSO,2002-10-21,9.66
ARLSO,2002-10-21,0.01
CHTSO,2002-10-21,14.44
IRASO,2002-10-21,9.19
IRASO,2002-10-22,9.17
CHTSO,2002-10-22,14.41
ARLSO,2002-10-22,0.01
PMOSO,2002-10-22,9.71
ARCSO,2002-10-22,414.66
AGZCH,2002-10-22,64.75
AOBSO,2002-10-22,837.52
PECSO,2002-10-22,817.33
LCDSO,2002-10-22,190.48
LCDSO,2002-10-23,190.06
PECSO,2002-10-23,815.66
AOBSO,2002-10-23,836.08
AGZCH,2002-10-23,64.64
ARCSO,2002-10-23,413.17
PMOSO,2002-10-23,9.76
ARLSO,2002-10-23,0.01
CHTSO,2002-10-23,14.41
IRASO,2002-10-23,9.14
IRASO,2002-10-24,9.11
CHTSO,2002-10-24,14.41
ARLSO,2002-10-24,0.01
PMOSO,2002-10-24,9.78
ARCSO,2002-10-24,412.84
AGZCH,2002-10-24,64.64
AOBSO,2002-10-24,833.92
PECSO,2002-10-24,812.74
LCDSO,2002-10-24,189.64
LCDSO,2002-10-25,189.22
PECSO,2002-10-25,807.37
AOBSO,2002-10-25,831.76
AGZCH,2002-10-25,64.64
ARCSO,2002-10-25,412.11
PMOSO,2002-10-25,9.74
ARLSO,2002-10-25,0.01
CHTSO,2002-10-25,14.41
IRASO,2002-10-25,9.09
IRASO,2002-10-26,9.06
CHTSO,2002-10-26,14.41
ARLSO,2002-10-26,0.01
PMOSO,2002-10-26,9.74
ARCSO,2002-10-26,411.12
AGZCH,2002-10-26,64.64
AOBSO,2002-10-26,831.76
PECSO,2002-10-26,802
LCDSO,2002-10-26,188.8
LCDSO,2002-10-27,188.38
PECSO,2002-10-27,799.95
AOBSO,2002-10-27,834.64
AGZCH,2002-10-27,64.53
ARCSO,2002-10-27,409.92
PMOSO,2002-10-27,9.74
ARLSO,2002-10-27,0.01
CHTSO,2002-10-27,14.41
IRASO,2002-10-27,9.04
IRASO,2002-10-28,8.99
CHTSO,2002-10-28,14.41
ARLSO,2002-10-28,0.01
PMOSO,2002-10-28,9.71
ARCSO,2002-10-28,408.1
AGZCH,2002-10-28,64.53
AOBSO,2002-10-28,835.36
PECSO,2002-10-28,799.54
LCDSO,2002-10-28,187.96
LCDSO,2002-10-29,187.55
PECSO,2002-10-29,797.48
AOBSO,2002-10-29,833.92
AGZCH,2002-10-29,64.41
ARCSO,2002-10-29,406.28
PMOSO,2002-10-29,9.69
ARLSO,2002-10-29,0.01
CHTSO,2002-10-29,13.99
IRASO,2002-10-29,8.96
IRASO,2002-10-30,8.96
CHTSO,2002-10-30,13.99
ARLSO,2002-10-30,0.01
PMOSO,2002-10-30,9.66
ARCSO,2002-10-30,404.46
AGZCH,2002-10-30,64.41
AOBSO,2002-10-30,829.6
PECSO,2002-10-30,794.21
LCDSO,2002-10-30,186.92
LCDSO,2002-10-31,186.3
PECSO,2002-10-31,790.53
AOBSO,2002-10-31,824.64
AGZCH,2002-10-31,64.36
ARCSO,2002-10-31,402.69
PMOSO,2002-10-31,9.66
ARLSO,2002-10-31,0.01
CHTSO,2002-10-31,13.93
IRASO,2002-10-31,8.93
IRASO,2002-11-01,8.91
CHTSO,2002-11-01,13.87
ARLSO,2002-11-01,0.01
PMOSO,2002-11-01,9.66
ARCSO,2002-11-01,400.85
AGZCH,2002-11-01,64.36
AOBSO,2002-11-01,821.92
PECSO,2002-11-01,788.49
LCDSO,2002-11-01,185.72
LCDSO,2002-11-02,185.15
PECSO,2002-11-02,787.68
AOBSO,2002-11-02,817.16
AGZCH,2002-11-02,64.25
ARCSO,2002-11-02,394.01
PMOSO,2002-11-02,9.64
ARLSO,2002-11-02,0.01
CHTSO,2002-11-02,13.81
IRASO,2002-11-02,8.88
IRASO,2002-11-03,8.86
CHTSO,2002-11-03,13.75
ARLSO,2002-11-03,0.01
PMOSO,2002-11-03,9.62
ARCSO,2002-11-03,397.47
AGZCH,2002-11-03,64.25
AOBSO,2002-11-03,810.36
PECSO,2002-11-03,785.65
LCDSO,2002-11-03,184.57
LCDSO,2002-11-04,183.99
PECSO,2002-11-04,785.65
AOBSO,2002-11-04,800.84
AGZCH,2002-11-04,64.25
ARCSO,2002-11-04,394.4
PMOSO,2002-11-04,9.62
ARLSO,2002-11-04,0.01
CHTSO,2002-11-04,13.69
IRASO,2002-11-04,8.83
IRASO,2002-11-05,8.8
CHTSO,2002-11-05,13.63
ARLSO,2002-11-05,0.01
PMOSO,2002-11-05,9.62
ARCSO,2002-11-05,390.4
AGZCH,2002-11-05,64.25
AOBSO,2002-11-05,787.92
PECSO,2002-11-05,784.84
LCDSO,2002-11-05,183.41
LCDSO,2002-11-06,182.83
PECSO,2002-11-06,782.81
AOBSO,2002-11-06,777.04
AGZCH,2002-11-06,64.14
ARCSO,2002-11-06,386.72
PMOSO,2002-11-06,9.62
ARLSO,2002-11-06,0.01
CHTSO,2002-11-06,13.6
IRASO,2002-11-06,8.78
IRASO,2002-11-07,8.75
CHTSO,2002-11-07,13.54
ARLSO,2002-11-07,0.01
PMOSO,2002-11-07,9.62
ARCSO,2002-11-07,383.03
AGZCH,2002-11-07,64.03
AOBSO,2002-11-07,763.44
PECSO,2002-11-07,779.17
LCDSO,2002-11-07,182.25
LCDSO,2002-11-08,181.67
PECSO,2002-11-08,770.76
AOBSO,2002-11-08,750.56
AGZCH,2002-11-08,64.03
ARCSO,2002-11-08,379.35
PMOSO,2002-11-08,9.62
ARLSO,2002-11-08,0.01
CHTSO,2002-11-08,13.48
IRASO,2002-11-08,8.73
IRASO,2002-11-09,8.7
CHTSO,2002-11-09,13.48
ARLSO,2002-11-09,0.01
PMOSO,2002-11-09,9.62
ARCSO,2002-11-09,375.66
AGZCH,2002-11-09,63.92
AOBSO,2002-11-09,744.36
PECSO,2002-11-09,769.41
LCDSO,2002-11-09,181.09
LCDSO,2002-11-10,180.52
PECSO,2002-11-10,750.99
AOBSO,2002-11-10,736.92
AGZCH,2002-11-10,63.86
ARCSO,2002-11-10,371.68
PMOSO,2002-11-10,9.59
ARLSO,2002-11-10,0.01
CHTSO,2002-11-10,13.42
IRASO,2002-11-10,8.67
IRASO,2002-11-11,8.65
CHTSO,2002-11-11,13.42
ARLSO,2002-11-11,0.01
PMOSO,2002-11-11,9.59
ARCSO,2002-11-11,366.75
AGZCH,2002-11-11,63.8
AOBSO,2002-11-11,729.48
PECSO,2002-11-11,740.45
LCDSO,2002-11-11,179.94
LCDSO,2002-11-12,179.36
PECSO,2002-11-12,730.39
AOBSO,2002-11-12,725.76
AGZCH,2002-11-12,63.75
ARCSO,2002-11-12,361.83
PMOSO,2002-11-12,9.59
ARLSO,2002-11-12,0.01
CHTSO,2002-11-12,13.36
IRASO,2002-11-12,8.62
IRASO,2002-11-13,8.6
CHTSO,2002-11-13,13.36
ARLSO,2002-11-13,0.01
PMOSO,2002-11-13,9.59
ARCSO,2002-11-13,356.92
AGZCH,2002-11-13,63.69
AOBSO,2002-11-13,720.8
PECSO,2002-11-13,719.65
LCDSO,2002-11-13,178.78
LCDSO,2002-11-14,178.2
PECSO,2002-11-14,710.53
AOBSO,2002-11-14,715.22
AGZCH,2002-11-14,63.58
ARCSO,2002-11-14,351.7
PMOSO,2002-11-14,9.59
ARLSO,2002-11-14,0.01
CHTSO,2002-11-14,13.33
IRASO,2002-11-14,8.57
IRASO,2002-11-15,8.55
CHTSO,2002-11-15,13.3
ARLSO,2002-11-15,0.01
PMOSO,2002-11-15,9.59
ARCSO,2002-11-15,346.47
AGZCH,2002-11-15,63.53
AOBSO,2002-11-15,711.5
PECSO,2002-11-15,700.36
LCDSO,2002-11-15,177.62
LCDSO,2002-11-16,177.62
PECSO,2002-11-16,694.38
AOBSO,2002-11-16,705.3
AGZCH,2002-11-16,63.42
ARCSO,2002-11-16,341.23
PMOSO,2002-11-16,9.57
ARLSO,2002-11-16,0.01
CHTSO,2002-11-16,13.3
IRASO,2002-11-16,8.52
IRASO,2002-11-17,8.49
CHTSO,2002-11-17,13.3
ARLSO,2002-11-17,0.01
PMOSO,2002-11-17,9.57
ARCSO,2002-11-17,336.03
AGZCH,2002-11-17,63.3
AOBSO,2002-11-17,696
PECSO,2002-11-17,694.75
LCDSO,2002-11-17,176.46
LCDSO,2002-11-18,175.88
PECSO,2002-11-18,694.75
AOBSO,2002-11-18,684.61
AGZCH,2002-11-18,63.14
ARCSO,2002-11-18,331.11
PMOSO,2002-11-18,9.57
ARLSO,2002-11-18,0.01
CHTSO,2002-11-18,13.27
IRASO,2002-11-18,8.47
IRASO,2002-11-19,8.44
CHTSO,2002-11-19,13.12
ARLSO,2002-11-19,0.01
PMOSO,2002-11-19,9.57
ARCSO,2002-11-19,326.2
AGZCH,2002-11-19,62.86
AOBSO,2002-11-19,665.18
PECSO,2002-11-19,694
LCDSO,2002-11-19,175.3
LCDSO,2002-11-20,174.73
PECSO,2002-11-20,685.46
AOBSO,2002-11-20,649.1
AGZCH,2002-11-20,62.69
ARCSO,2002-11-20,321.83
PMOSO,2002-11-20,9.54
ARLSO,2002-11-20,0.01
CHTSO,2002-11-20,13
IRASO,2002-11-20,8.42
IRASO,2002-11-21,8.39
CHTSO,2002-11-21,12.92
ARLSO,2002-11-21,0.01
PMOSO,2002-11-21,9.42
ARCSO,2002-11-21,317.21
AGZCH,2002-11-21,62.47
AOBSO,2002-11-21,635.7
PECSO,2002-11-21,673.7
LCDSO,2002-11-21,174.15
LCDSO,2002-11-22,173.57
PECSO,2002-11-22,660.98
AOBSO,2002-11-22,629.67
AGZCH,2002-11-22,62.31
ARCSO,2002-11-22,312.59
PMOSO,2002-11-22,9.33
ARLSO,2002-11-22,0.01
CHTSO,2002-11-22,12.84
IRASO,2002-11-22,8.36
IRASO,2002-11-23,8.34
CHTSO,2002-11-23,12.8
ARLSO,2002-11-23,0.01
PMOSO,2002-11-23,9.26
ARCSO,2002-11-23,307.97
AGZCH,2002-11-23,62.08
AOBSO,2002-11-23,627.86
PECSO,2002-11-23,646.28
LCDSO,2002-11-23,172.99
LCDSO,2002-11-24,172.41
PECSO,2002-11-24,633.56
AOBSO,2002-11-24,628
AGZCH,2002-11-24,61.83
ARCSO,2002-11-24,303.34
PMOSO,2002-11-24,9.21
ARLSO,2002-11-24,0.01
CHTSO,2002-11-24,12.76
IRASO,2002-11-24,8.31
IRASO,2002-11-25,8.29
CHTSO,2002-11-25,12.76
ARLSO,2002-11-25,0.01
PMOSO,2002-11-25,9.18
ARCSO,2002-11-25,299.75
AGZCH,2002-11-25,61.64
AOBSO,2002-11-25,629.67
PECSO,2002-11-25,620.66
LCDSO,2002-11-25,171.83
LCDSO,2002-11-26,170.67
PECSO,2002-11-26,606.91
AOBSO,2002-11-26,629
AGZCH,2002-11-26,61.42
ARCSO,2002-11-26,294.1
PMOSO,2002-11-26,9.16
ARLSO,2002-11-26,0.01
CHTSO,2002-11-26,12.74
IRASO,2002-11-26,8.26
IRASO,2002-11-27,8.23
CHTSO,2002-11-27,12.72
ARLSO,2002-11-27,0.01
PMOSO,2002-11-27,9.14
ARCSO,2002-11-27,289.48
AGZCH,2002-11-27,61.2
AOBSO,2002-11-27,629.67
PECSO,2002-11-27,593.71
LCDSO,2002-11-27,167.97
LCDSO,2002-11-28,165.05
PECSO,2002-11-28,579.77
AOBSO,2002-11-28,630.34
AGZCH,2002-11-28,60.97
ARCSO,2002-11-28,284.86
PMOSO,2002-11-28,9.11
ARLSO,2002-11-28,0.01
CHTSO,2002-11-28,12.72
IRASO,2002-11-28,8.18
IRASO,2002-11-29,8.13
CHTSO,2002-11-29,12.72
ARLSO,2002-11-29,0.01
PMOSO,2002-11-29,9.11
ARCSO,2002-11-29,280.49
AGZCH,2002-11-29,60.7
AOBSO,2002-11-29,631.68
PECSO,2002-11-29,567.68
LCDSO,2002-11-29,162.18
LCDSO,2002-11-30,159.31
PECSO,2002-11-30,565.72
AOBSO,2002-11-30,634.36
AGZCH,2002-11-30,60.42
ARCSO,2002-11-30,276.12
PMOSO,2002-11-30,10.22
ARLSO,2002-11-30,0.01
CHTSO,2002-11-30,12.72
IRASO,2002-11-30,8.08
IRASO,2002-12-01,8.06
CHTSO,2002-12-01,12.72
ARLSO,2002-12-01,0.01
PMOSO,2002-12-01,10.22
ARCSO,2002-12-01,271.76
AGZCH,2002-12-01,60.2
AOBSO,2002-12-01,637.71
PECSO,2002-12-01,547.8
LCDSO,2002-12-01,156.45
LCDSO,2002-12-02,154.3
PECSO,2002-12-02,540.85
AOBSO,2002-12-02,640.39
AGZCH,2002-12-02,59.97
ARCSO,2002-12-02,267.91
PMOSO,2002-12-02,11.48
ARLSO,2002-12-02,0.01
CHTSO,2002-12-02,12.72
IRASO,2002-12-02,8.04
IRASO,2002-12-03,8.04
CHTSO,2002-12-03,12.72
ARLSO,2002-12-03,0.01
PMOSO,2002-12-03,11.57
ARCSO,2002-12-03,264.82
AGZCH,2002-12-03,59.75
AOBSO,2002-12-03,642.4
PECSO,2002-12-03,535.84
LCDSO,2002-12-03,152.15
LCDSO,2002-12-04,152.5
PECSO,2002-12-04,528.38
AOBSO,2002-12-04,643.74
AGZCH,2002-12-04,59.53
ARCSO,2002-12-04,262.26
PMOSO,2002-12-04,11.65
ARLSO,2002-12-04,0.01
CHTSO,2002-12-04,12.72
IRASO,2002-12-04,8.02
IRASO,2002-12-05,7.96
CHTSO,2002-12-05,12.7
ARLSO,2002-12-05,0.01
PMOSO,2002-12-05,11.74
ARCSO,2002-12-05,261.11
AGZCH,2002-12-05,59.36
AOBSO,2002-12-05,646.42
PECSO,2002-12-05,522.83
LCDSO,2002-12-05,149.82
LCDSO,2002-12-06,146.75
PECSO,2002-12-06,515.8
AOBSO,2002-12-06,651.11
AGZCH,2002-12-06,59.25
ARCSO,2002-12-06,261.78
PMOSO,2002-12-06,11.74
ARLSO,2002-12-06,0.01
CHTSO,2002-12-06,12.66
IRASO,2002-12-06,7.85
IRASO,2002-12-07,7.7
CHTSO,2002-12-07,12.64
ARLSO,2002-12-07,0.01
PMOSO,2002-12-07,11.74
ARCSO,2002-12-07,261.34
AGZCH,2002-12-07,59.09
AOBSO,2002-12-07,655.8
PECSO,2002-12-07,508.54
LCDSO,2002-12-07,144.06
LCDSO,2002-12-08,141.71
PECSO,2002-12-08,508.54
AOBSO,2002-12-08,661.16
AGZCH,2002-12-08,58.98
ARCSO,2002-12-08,260.01
PMOSO,2002-12-08,11.82
ARLSO,2002-12-08,0.01
CHTSO,2002-12-08,12.64
IRASO,2002-12-08,7.66
IRASO,2002-12-09,7.36
CHTSO,2002-12-09,12.6
ARLSO,2002-12-09,0.01
PMOSO,2002-12-09,11.74
ARCSO,2002-12-09,258.46
AGZCH,2002-12-09,58.81
AOBSO,2002-12-09,667.19
PECSO,2002-12-09,500.74
LCDSO,2002-12-09,139.19
LCDSO,2002-12-10,138.85
PECSO,2002-12-10,498.66
AOBSO,2002-12-10,673.22
AGZCH,2002-12-10,58.64
ARCSO,2002-12-10,256.47
PMOSO,2002-12-10,11.7
ARLSO,2002-12-10,0.01
CHTSO,2002-12-10,12.56
IRASO,2002-12-10,7.23
IRASO,2002-12-11,7.12
CHTSO,2002-12-11,12.5
ARLSO,2002-12-11,0.01
PMOSO,2002-12-11,11.7
ARCSO,2002-12-11,254.48
AGZCH,2002-12-11,58.48
AOBSO,2002-12-11,679.25
PECSO,2002-12-11,497.17
LCDSO,2002-12-11,138.51
LCDSO,2002-12-12,138.18
PECSO,2002-12-12,496.58
AOBSO,2002-12-12,680.59
AGZCH,2002-12-12,58.48
ARCSO,2002-12-12,252.49
PMOSO,2002-12-12,11.7
ARLSO,2002-12-12,0.01
CHTSO,2002-12-12,12.48
IRASO,2002-12-12,7.04
IRASO,2002-12-13,6.95
CHTSO,2002-12-13,12.46
ARLSO,2002-12-13,0.01
PMOSO,2002-12-13,11.65
ARCSO,2002-12-13,250.5
AGZCH,2002-12-13,58.42
AOBSO,2002-12-13,682.6
PECSO,2002-12-13,495.4
LCDSO,2002-12-13,137.84
LCDSO,2002-12-14,137.5
PECSO,2002-12-14,492.18
AOBSO,2002-12-14,684.61
AGZCH,2002-12-14,58.42
ARCSO,2002-12-14,248.73
PMOSO,2002-12-14,11.57
ARLSO,2002-12-14,0.01
CHTSO,2002-12-14,12.46
IRASO,2002-12-14,6.82
IRASO,2002-12-15,6.9
CHTSO,2002-12-15,12.42
ARLSO,2002-12-15,0.01
PMOSO,2002-12-15,11.57
ARCSO,2002-12-15,246.07
AGZCH,2002-12-15,58.37
AOBSO,2002-12-15,684.61
PECSO,2002-12-15,487.45
LCDSO,2002-12-15,137.17
LCDSO,2002-12-16,136.83
PECSO,2002-12-16,485.41
AOBSO,2002-12-16,686.62
AGZCH,2002-12-16,58.37
ARCSO,2002-12-16,242.98
PMOSO,2002-12-16,11.48
ARLSO,2002-12-16,0.01
CHTSO,2002-12-16,12.4
IRASO,2002-12-16,6.61
IRASO,2002-12-17,6.52
CHTSO,2002-12-17,12.4
ARLSO,2002-12-17,0.01
PMOSO,2002-12-17,11.44
ARCSO,2002-12-17,239.83
AGZCH,2002-12-17,58.31
AOBSO,2002-12-17,688.63
PECSO,2002-12-17,481.33
LCDSO,2002-12-17,136.49
LCDSO,2002-12-18,136.16
PECSO,2002-12-18,477.57
AOBSO,2002-12-18,691.31
AGZCH,2002-12-18,58.25
ARCSO,2002-12-18,237
PMOSO,2002-12-18,11.44
ARLSO,2002-12-18,0.01
CHTSO,2002-12-18,12.4
IRASO,2002-12-18,6.44
IRASO,2002-12-19,6.33
CHTSO,2002-12-19,12.4
ARLSO,2002-12-19,0.01
PMOSO,2002-12-19,11.4
ARCSO,2002-12-19,234.35
AGZCH,2002-12-19,58.25
AOBSO,2002-12-19,693.32
PECSO,2002-12-19,473.26
LCDSO,2002-12-19,135.82
LCDSO,2002-12-20,135.49
PECSO,2002-12-20,469.54
AOBSO,2002-12-20,696
AGZCH,2002-12-20,58.2
ARCSO,2002-12-20,231.47
PMOSO,2002-12-20,11.4
ARLSO,2002-12-20,0.01
CHTSO,2002-12-20,12.4
IRASO,2002-12-20,6.25
IRASO,2002-12-21,6.16
CHTSO,2002-12-21,12.36
ARLSO,2002-12-21,0.01
PMOSO,2002-12-21,11.38
ARCSO,2002-12-21,228.6
AGZCH,2002-12-21,58.2
AOBSO,2002-12-21,698.48
PECSO,2002-12-21,465.57
LCDSO,2002-12-21,135.15
LCDSO,2002-12-22,134.81
PECSO,2002-12-22,461.05
AOBSO,2002-12-22,701.58
AGZCH,2002-12-22,58.09
ARCSO,2002-12-22,225.94
PMOSO,2002-12-22,11.38
ARLSO,2002-12-22,0.01
CHTSO,2002-12-22,12.36
IRASO,2002-12-22,6.08
IRASO,2002-12-23,6.23
CHTSO,2002-12-23,13.84
ARLSO,2002-12-23,0.01
PMOSO,2002-12-23,11.53
ARCSO,2002-12-23,223.51
AGZCH,2002-12-23,58.09
AOBSO,2002-12-23,705.3
PECSO,2002-12-23,457.96
LCDSO,2002-12-23,134.48
LCDSO,2002-12-24,134.14
PECSO,2002-12-24,454.05
AOBSO,2002-12-24,709.02
AGZCH,2002-12-24,58.03
ARCSO,2002-12-24,221.74
PMOSO,2002-12-24,11.65
ARLSO,2002-12-24,0.01
CHTSO,2002-12-24,13.84
IRASO,2002-12-24,6.23
IRASO,2002-12-25,6.2
CHTSO,2002-12-25,13.84
ARLSO,2002-12-25,0.01
PMOSO,2002-12-25,11.7
ARCSO,2002-12-25,219.97
AGZCH,2002-12-25,58.03
AOBSO,2002-12-25,712.74
PECSO,2002-12-25,450.72
LCDSO,2002-12-25,133.97
LCDSO,2002-12-26,133.8
PECSO,2002-12-26,450.45
AOBSO,2002-12-26,717.7
AGZCH,2002-12-26,57.98
ARCSO,2002-12-26,218.87
PMOSO,2002-12-26,11.7
ARLSO,2002-12-26,0.01
CHTSO,2002-12-26,13.84
IRASO,2002-12-26,6.18
IRASO,2002-12-27,6.16
CHTSO,2002-12-27,13.84
ARLSO,2002-12-27,0.01
PMOSO,2002-12-27,11.74
